account_rewards,date
-30209.816400001193,2014-07-01
3005.959599996651,2014-07-02
-51478.40160000081,2014-07-03
-74578.41039999733,2014-07-04
-85408.05319999972,2014-07-07
-105154.80960000034,2014-07-08
-69315.5051999995,2014-07-09
-20813.24960000239,2014-07-10
101665.07480000143,2014-07-11
42273.80759999883,2014-07-14
-56743.01040000018,2014-07-15
-95089.44599999573,2014-07-16
75725.15919999484,2014-07-17
11804.246000001245,2014-07-18
17142.179599998733,2014-07-21
-24079.077599999328,2014-07-22
-4877.366800000065,2014-07-23
-19437.33239999576,2014-07-24
-8598.811600003797,2014-07-25
-111987.45839999842,2014-07-28
-96849.016800002,2014-07-29
-21867.01519999829,2014-07-30
-60939.31880000059,2014-07-31
13781.51799999751,2014-08-01
-41106.582799997115,2014-08-04
-127545.55759999955,2014-08-05
-139649.14600000108,2014-08-06
-58126.00519999914,2014-08-07
4311.813599999177,2014-08-08
-76996.5955999973,2014-08-11
-35613.07120000134,2014-08-12
-95430.89840000121,2014-08-13
4229.909599998307,2014-08-14
-51956.75839999832,2014-08-15
-62090.849199998986,2014-08-18
-43635.792800000585,2014-08-19
-117598.35519999883,2014-08-20
-55511.95520000093,2014-08-21
-107610.28360000014,2014-08-22
-94353.37920000133,2014-08-25
-67035.17479999663,2014-08-26
-78512.8204000023,2014-08-27
25491.30479999857,2014-08-28
-11502.643599997353,2014-08-29
63299.88879999699,2014-09-01
889.9292000018329,2014-09-02
1841.0315999997706,2014-09-03
-10072.178399998142,2014-09-04
-136609.9627999996,2014-09-05
-84781.26240000283,2014-09-09
-80627.1239999989,2014-09-10
-31105.521200002127,2014-09-11
-86175.7204000001,2014-09-12
-184909.9987999973,2014-09-15
-29558.179600000854,2014-09-16
-40539.64799999922,2014-09-17
-13730.356000000185,2014-09-18
-177641.42719999992,2014-09-19
10628.157599999533,2014-09-22
25554.574399998422,2014-09-23
-30866.961999998468,2014-09-24
-34091.95839999848,2014-09-25
-62522.98680000293,2014-09-26
-23323.150799997762,2014-09-29
-1200.9836000006685,2014-09-30
-104269.9808000012,2014-10-08
-108644.00399999785,2014-10-09
-82842.99840000238,2014-10-10
-86222.94759999911,2014-10-13
68258.00439999982,2014-10-14
-92133.06919999687,2014-10-15
-7669.254800004152,2014-10-16
-43489.069599998584,2014-10-17
-105593.25239999972,2014-10-20
-89344.36759999859,2014-10-21
-88580.05520000211,2014-10-22
-82645.54559999905,2014-10-23
-81589.25799999794,2014-10-24
12774.188799996547,2014-10-27
-24615.805599999596,2014-10-28
